34
35.5
31.5
32
31
30
32
33
33.4
32
31.5
31
32
30
28
26
26
25
24.5
24
22
20
25
31
33.5
33.5
33.5
33
32
31.5
32
33
33.5
35
34.6
33.9
34.9
34.7
31.8
30
28
29.2
29.1
27.5
26.5
22.5
24.5
25
21.5
20.5
19
21
19.5
21
22
20
18
17
17.5
16.5
15.9
15.9
15.8
14.6
14.3
15.6
15.9
18.9
20
16.7
14.5
13.8


